distribuidora;cliente;preventista;supervisor;supervisorpepsico;jefedeventas;gerente;dueno;tipo;taxo;portafolio;exhibidores;planograma;preciosvisibles;rotacionpreventiva;porcentajetiendaperfecta;tiendaperfecta;validacion;idtienda
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;17;0;0;55222
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;20;0;0;55223
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;1;1;0;1;75;0;0;55224
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;5;0;0;55225
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;1;1;1;1;76;0;0;55226
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;0;0;0;0;19;0;0;55227
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;0;0;0;14;0;0;55228
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;10;0;0;55229
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;21;0;0;55230
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;8;0;0;55231
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;1;1;1;1;74;0;0;55232
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;3;0;0;55233
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;12;0;0;55234
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;13;0;0;55235
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;23;0;0;55236
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;10;0;0;55237
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;19;0;0;55238
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;20;0;0;55239
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;0;0;0;0;19;0;0;55240
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;3;0;0;55241
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;1;1;1;1;72;0;0;55242
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;11;0;0;55243
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;1;1;1;1;72;0;0;55244
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;1;1;1;1;64;0;0;55245
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;3;0;0;55246
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;1;1;1;1;86;0;0;55247
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;16;0;0;55248
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;2;0;0;55249
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;14;0;0;55250
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;5;0;0;55251
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;0;0;0;17;0;0;55252
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;6;0;0;55253
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;16;0;0;55254
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;8;0;0;55255
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;3;0;0;55256
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;18;0;0;55257
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;1;1;1;0;67;0;0;55258
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;1;1;1;1;70;0;0;55259
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;0;0;0;0;19;0;0;55260
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;0;0;0;14;0;0;55261
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;15;0;0;55262
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;30;0;0;55263
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;7;0;0;55264
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;1;1;1;1;74;0;0;55265
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;1;1;1;1;74;0;0;55266
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;1;1;1;1;86;0;0;55267
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;A;0;0;0;0;0;18;0;0;55268
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;A;0;1;1;1;1;82;0;0;55269
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;16;0;0;55270
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;16;0;0;55271
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;1;1;0;1;78;0;0;55272
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;17;0;0;55273
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;14;0;0;55274
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;19;0;0;55275
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;20;0;0;55276
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;24;0;0;55277
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;0;0;0;0;26;0;0;55278
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;10;0;0;55279
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;0;0;0;16;0;0;55280
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;A;0;0;0;0;0;29;0;0;55281
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;14;0;0;55282
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;23;0;0;55283
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;1;1;1;1;81;0;0;55284
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;8;0;0;55285
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;19;0;0;55286
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;12;0;0;55287
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;21;0;0;55288
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;16;0;0;55289
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;14;0;0;55290
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;13;0;0;55291
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;11;0;0;55292
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;14;0;0;55293
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;20;0;0;55294
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;1;1;1;1;79;0;0;55295
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;11;0;0;55296
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;12;0;0;55297
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;1;1;1;1;74;0;0;55298
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;17;0;0;55299
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;8;0;0;55300
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;13;0;0;55301
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;12;0;0;55302
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;19;0;0;55303
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;14;0;0;55304
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;3;0;0;55305
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;14;0;0;55306
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;1;1;1;1;70;0;0;55307
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;12;0;0;55308
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;22;0;0;55309
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;1;0;1;1;68;0;0;55310
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;3;0;0;55311
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;6;0;0;55312
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;1;0;1;1;69;0;0;55313
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;5;0;0;55314
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;18;0;0;55315
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;1;1;1;1;80;0;0;55316
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;17;0;0;55317
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;10;0;0;55318
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;18;0;0;55319
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;8;0;0;55320
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;1;1;1;1;72;0;0;55321
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;6;0;0;55322
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;23;0;0;55323
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;17;0;0;55324
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;1;1;1;1;81;0;0;55325
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;3;0;0;55326
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;20;0;0;55327
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;30;0;0;55328
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;1;0;0;0;0;40;0;0;55329
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;13;0;0;55330
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;3;0;0;55331
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;1;1;1;1;70;0;0;55332
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;26;0;0;55333
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;0;0;0;14;0;0;55334
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;1;1;1;1;73;0;0;55335
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;2;0;0;55336
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;3;0;0;55337
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;28;0;0;55338
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;17;0;0;55339
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;4;0;0;55340
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;1;1;1;1;74;0;0;55341
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;26;0;0;55342
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;0;0;0;15;0;0;55343
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;14;0;0;55344
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;7;0;0;55345
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;0;0;0;5;0;0;55346
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;6;0;0;55347
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;16;0;0;55348
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;16;0;0;55349
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;12;0;0;55350
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;10;0;0;55351
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;6;0;0;55352
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;0;0;0;10;0;0;55353
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;20;0;0;55354
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;26;0;0;55355
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;30;0;0;55356
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;B;0;0;0;0;0;14;0;0;55357
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;14;0;0;55358
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;18;0;0;55359
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;10;0;0;55360
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;1;1;1;1;76;0;0;55361
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;16;0;0;55362
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;3;0;0;55363
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;14;0;0;55364
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;26;0;0;55365
SNACKING SRL;25;28394273;329200524;29961311;29941755;26933144;18420503;Kiosco;C;0;0;0;0;0;30;0;0;55366
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;2;0;0;55367
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;15;0;0;55368
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;3;0;0;55369
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;17;0;0;55370
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;16;0;0;55371
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;19;0;0;55372
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;8;0;0;55373
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;12;0;0;55374
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;12;0;0;55375
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;14;0;0;55376
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;15;0;0;55377
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;16;0;0;55378
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;1;1;1;1;77;0;0;55379
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;14;0;0;55380
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;14;0;0;55381
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;11;0;0;55382
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;2;0;0;55383
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;0;0;0;12;0;0;55384
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;12;0;0;55385
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;1;0;1;1;64;0;0;55386
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;13;0;0;55387
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;17;0;0;55388
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;A;0;0;0;0;0;16;0;0;55389
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Kiosco;A;0;0;1;0;1;35;0;0;55390
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;16;0;0;55391
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;1;1;1;1;76;0;0;55392
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;16;0;0;55393
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;6;0;0;55394
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;14;0;0;55395
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;19;0;0;55396
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;17;0;0;55397
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;15;0;0;55398
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;23;0;0;55399
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;17;0;0;55400
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;12;0;0;55401
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;0;0;0;0;14;0;0;55402
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;8;0;0;55403
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;16;0;0;55404
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;1;1;0;1;74;0;0;55405
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;1;1;1;40;0;0;55406
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;22;0;0;55407
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;9;0;0;55408
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;B;0;0;0;0;0;17;0;0;55409
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;10;0;0;55410
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;19;0;0;55411
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;16;0;0;55412
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;20;0;0;55413
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;22;0;0;55414
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Autoservicio;C;0;0;0;0;0;22;0;0;55415
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;B;0;0;0;0;0;2;0;0;55416
SNACKING SRL;31;36506062;329200524;29961311;29941755;26933144;18420503;Tradicional;C;0;0;0;0;0;22;0;0;55417
